hotel_name,review_id,value_star,location_star,cleanliness_star,service_star,rooms_star,sleep_quality,star_rating
Hilton Boston Downtown / Faneuil Hall,review_207745766,,5,,5,,4,4
Courtyard Boston Logan Airport,review_395370240,,,,,,,3
Hilton Boston Logan Airport,review_212851069,3,5,4,4,4,4,4
The Verb Hotel,review_292731462,,,4,5,4,,4
"Marriott Vacation Club Pulse at Custom House, Boston",review_116136825,5,,5,5,,5,5
Hotel Commonwealth,review_195181989,2,5,5,5,3,4,4
"Fairmont Copley Plaza, Boston",review_4418522,5,,5,5,5,,5
Hyatt Regency Boston Harbor,review_244641673,4,4,4,5,4,1,3
Seaport Boston Hotel,review_392394625,3,5,5,4,4,4,4
DoubleTree Club by Hilton Hotel Boston Bayside,review_215178714,,,5,5,5,,5
Omni Parker House,review_136904640,5,5,5,5,5,5,5
InterContinental Boston,review_29602423,1,5,5,1,5,,1
"Battery Wharf Hotel, Boston Waterfront",review_375450577,,,,,,,3
Sheraton Boston Hotel,review_378830869,1,,,3,,2,2
Embassy Suites by Hilton Boston - at Logan Airport,review_413388042,5,5,5,5,5,5,5
Newbury Guest House,review_203014616,4,5,4,5,4,1,3
Hyatt Regency Boston Harbor,review_283502734,5,5,5,5,5,5,5
Beacon Hill Hotel and Bistro,review_320480543,4,,,5,,4,5
Hotel 140,review_115894050,4,,5,5,,3,4
Hotel 140,review_174806182,,,,,,,4
Hotel 140,review_355642730,4,5,4,4,4,4,4
Hyatt Regency Boston Harbor,review_120800041,5,5,5,5,5,5,5
The Inn At St Botolph,review_120471380,4,5,4,5,5,5,5
The Boxer Boston,review_342144967,,,,,,,4
Chandler Inn,review_297399817,,5,,5,,5,5
Seaport Boston Hotel,review_269739034,,5,,5,,5,5
Renaissance Boston Waterfront Hotel,review_115925003,3,,5,5,,5,4
Boston Marriott Copley Place,review_10314783,,,,,,,2
Loews Boston Hotel,review_164832718,3,5,4,3,3,4,3
Hotel Commonwealth,review_240059747,5,5,5,5,5,5,5
Seaport Boston Hotel,review_371672973,4,5,5,5,5,5,5
W Boston,review_106696340,3,4,3,3,3,4,4
The Inn at Longwood Medical,review_263099009,5,,,5,5,,5
Embassy Suites by Hilton Boston - at Logan Airport,review_169608003,4,5,4,4,4,4,4
"Ames Boston Hotel, Curio Collection by Hilton",review_269439311,,,,,,,5
Boston Marriott Long Wharf,review_320160033,5,,5,5,,,5
Seaport Boston Hotel,review_261392536,4,5,5,5,5,5,5
Embassy Suites by Hilton Boston - at Logan Airport,review_371310420,4,5,5,5,5,5,5
"The Westin Copley Place, Boston",review_352195153,4,,,4,4,,4
"Marriott Vacation Club Pulse at Custom House, Boston",review_396026677,,,,,,,5
Four Seasons Hotel Boston,review_212065631,3,5,5,5,5,5,5
InterContinental Boston,review_426612751,4,5,4,5,5,3,5
Boston Marriott Copley Place,review_5405215,,,,,,,3
Hotel Boston,review_303929227,4,5,3,4,5,5,4
Hyatt Regency Boston,review_315389857,,5,4,1,,,1
Hotel Commonwealth,review_168167297,5,3,5,5,5,5,5
Hotel Commonwealth,review_433731432,5,,,5,,4,5
Embassy Suites by Hilton Boston - at Logan Airport,review_240542433,,,5,5,5,,5
DoubleTree Club by Hilton Hotel Boston Bayside,review_410355933,4,,,5,,4,4
Hilton Boston Back Bay,review_378290238,4,5,5,5,5,5,5
Boston Park Plaza,review_383426816,5,5,5,5,5,5,5
Hotel Commonwealth,review_380665524,,5,,5,,5,5
Hampton Inn & Suites Boston Crosstown Center,review_344433774,5,,4,4,,,4
Hyatt Regency Boston,review_155845689,3,4,5,5,3,5,4
"The Ritz-Carlton, Boston",review_152666338,5,5,5,5,5,5,5
Hyatt Regency Boston,review_149534455,2,3,3,2,2,2,2
Seaport Boston Hotel,review_220471691,4,,,5,,5,5
Boston Park Plaza,review_372370097,5,5,5,5,5,5,5
Renaissance Boston Waterfront Hotel,review_92122166,5,5,5,5,5,5,5
Hilton Boston Back Bay,review_107049075,4,5,4,4,5,4,4
InterContinental Boston,review_178517981,4,5,4,4,4,4,4
Residence Inn Boston Back Bay/Fenway,review_260803573,4,,,5,5,,5
XV Beacon,review_144839593,4,5,5,5,5,5,5
Kimpton Onyx Hotel,review_74360640,2,4,4,5,2,2,3
Newbury Guest House,review_122628676,4,5,4,5,2,,2
Revere Hotel Boston Common,review_197838781,5,5,5,5,5,5,5
Hilton Boston Logan Airport,review_351492911,,,,,,,4
Harborside Inn,review_377451436,,,,,,,5
Lenox Hotel,review_121725706,5,5,5,5,5,5,5
Copley House,review_20103434,5,5,4,5,4,,4
Hyatt Regency Boston Harbor,review_151434072,5,5,5,5,5,,5
Colonnade Hotel,review_318961446,3,,,5,5,,5
The Inn At St Botolph,review_143920200,5,5,5,5,5,5,5
Hotel Commonwealth,review_70346763,5,5,5,5,5,4,5
Hotel Commonwealth,review_98391656,5,5,5,5,5,4,5
Renaissance Boston Waterfront Hotel,review_357465068,,,5,4,3,,3
Chandler Inn,review_127807255,4,5,5,5,5,3,4
Kimpton Onyx Hotel,review_407208982,,,,,,,4
Four Seasons Hotel Boston,review_267492774,4,5,5,5,5,4,5
"Marriott Vacation Club Pulse at Custom House, Boston",review_58213772,4,5,5,4,5,5,5
Boston Marriott Copley Place,review_259151080,4,,5,5,,,4
Hotel Commonwealth,review_187447075,4,5,5,5,5,5,5
W Boston,review_124811188,2,5,2,1,2,3,2
Boston Marriott Long Wharf,review_360189811,4,,,4,,4,4
The Bostonian Boston,review_184993908,5,5,4,5,4,4,4
Seaport Boston Hotel,review_152387515,3,5,5,5,3,2,3
Residence Inn Boston Harbor on Tudor Wharf,review_214694153,5,5,4,5,4,,5
Omni Parker House,review_163620856,3,5,4,4,4,4,4
The Westin Boston Waterfront,review_202810686,3,3,4,4,3,4,3
"The Westin Copley Place, Boston",review_277635685,4,,,5,5,,5
The Inn at Longwood Medical,review_27709580,5,4,5,5,5,,5
Boston Hotel Buckminster,review_117567210,3,5,4,4,2,,3
Hyatt Regency Boston,review_272095239,4,5,5,5,5,4,5
"Fairmont Copley Plaza, Boston",review_39752420,4,5,5,5,4,,5
Eliot Hotel,review_119251356,4,5,5,5,5,4,4
Sheraton Boston Hotel,review_340331178,5,,5,5,,,5
Residence Inn Boston Back Bay/Fenway,review_367822582,,5,,5,5,,5
Hotel Commonwealth,review_132961314,5,5,5,5,5,5,5
"The Westin Copley Place, Boston",review_121981500,5,5,5,5,5,5,5
Sheraton Boston Hotel,review_409763201,,,,,,,4
The Inn at Longwood Medical,review_31413817,1,5,2,1,3,,3
Four Seasons Hotel Boston,review_159479370,4,5,5,5,5,5,5
Hotel Commonwealth,review_296945943,4,,4,4,,,4
Residence Inn Boston Back Bay/Fenway,review_358610156,,,,,,,5
Renaissance Boston Waterfront Hotel,review_298791320,,4,,5,4,,5
Hilton Boston Logan Airport,review_153069716,5,5,5,5,5,5,5
Kimpton Nine Zero Hotel,review_143090676,4,4,5,5,4,5,5
W Boston,review_260219872,5,,5,5,,,5
Hyatt Regency Boston,review_433788865,,5,,5,5,,5
DoubleTree by Hilton Hotel Boston - Downtown,review_413880774,,,,,,,4
W Boston,review_244129987,,,,3,2,4,3
Boston Marriott Copley Place,review_251096251,,5,,5,5,,5
"Fairmont Copley Plaza, Boston",review_207367037,3,5,5,4,5,5,4
Omni Parker House,review_256623510,,4,3,2,,,2
The Godfrey Hotel Boston,review_422083868,4,5,5,5,5,5,5
The Westin Boston Waterfront,review_208040336,,,,,,,5
Charlesmark Hotel,review_205121973,5,4,4,5,3,4,4
Hilton Boston Downtown / Faneuil Hall,review_180193783,2,4,3,4,4,4,3
"Fairmont Copley Plaza, Boston",review_348809500,5,5,5,5,5,5,5
The Inn at Longwood Medical,review_118212777,,,,,,,5
Boston Marriott Copley Place,review_381376040,5,,,5,5,,5
Boston Harbor Hotel,review_368702597,,,,5,5,5,5
Courtyard Boston Copley Square,review_333252972,,,,,,,5
Hyatt Regency Boston Harbor,review_377888189,,,,,,,4
"The Westin Copley Place, Boston",review_7710245,5,5,4,5,4,,4
Hilton Boston Back Bay,review_8087687,5,5,5,5,5,,5
"Battery Wharf Hotel, Boston Waterfront",review_355858637,,,,5,5,5,5
Seaport Boston Hotel,review_419715310,,,,,,,5
Hyatt Regency Boston Harbor,review_376321479,4,4,5,5,5,5,5
The Midtown Hotel,review_396171116,5,5,5,5,5,5,5
Boston Harbor Hotel,review_153880317,5,5,5,5,5,5,5
BEST WESTERN PLUS Roundhouse Suites,review_317001940,5,4,5,5,5,5,5
Residence Inn Boston Downtown/Seaport,review_194185203,4,4,4,5,5,5,5
Hyatt Regency Boston,review_155913289,4,4,5,5,4,4,5
Copley Square Hotel,review_374148781,3,5,,5,,,4
Omni Parker House,review_124620062,3,4,1,1,2,1,1
Newbury Guest House,review_412862361,,,5,5,,3,4
DoubleTree Suites by Hilton Boston-Cambridge,review_12305784,,,,,,,5
W Boston,review_101131032,1,3,4,1,4,4,1
Courtyard Boston Logan Airport,review_430450100,,,,,,,4
Holiday Inn Express Hotel & Suites Boston Garden,review_291988177,,,,,,,5
InterContinental Boston,review_157538648,3,5,5,4,4,5,4
"The Envoy Hotel, Autograph Collection",review_393593974,,,,,,,4
The Westin Boston Waterfront,review_371753877,,4,,4,3,,4
Boston Hotel Buckminster,review_254547323,,,,5,5,5,5
Renaissance Boston Waterfront Hotel,review_189254072,5,5,5,5,5,5,5
"The Westin Copley Place, Boston",review_124486788,4,5,5,5,5,5,5
Seaport Boston Hotel,review_224550664,5,,5,5,,,5
Hilton Boston Back Bay,review_215166225,4,,,4,4,,5
Colonnade Hotel,review_278434309,4,,5,5,,,5
Four Seasons Hotel Boston,review_133556305,5,5,5,5,5,,5
"The Westin Copley Place, Boston",review_124238362,5,5,5,5,5,,5
Hyatt Regency Boston Harbor,review_408848189,3,,5,4,,,4
Boston Marriott Long Wharf,review_16829897,2,5,5,4,4,,2
Revere Hotel Boston Common,review_384040935,,5,,5,,5,5
Seaport Boston Hotel,review_191738767,5,5,5,5,5,5,5
Embassy Suites by Hilton Boston - at Logan Airport,review_131672447,5,5,4,5,5,5,5
DoubleTree Club by Hilton Hotel Boston Bayside,review_334311348,,,4,3,,5,3
"The Ritz-Carlton, Boston",review_143919527,2,4,5,5,5,4,4
"The Langham, Boston",review_253272362,,,,,,,4
The Verb Hotel,review_399829701,,,,,,,2
"The Langham, Boston",review_250569180,,4,,5,5,,5
Loews Boston Hotel,review_174599649,4,5,5,5,4,4,5
Hilton Boston Downtown / Faneuil Hall,review_426069316,5,5,5,5,4,5,5
"The Westin Copley Place, Boston",review_235459560,,5,4,4,,,4
The Midtown Hotel,review_354534194,2,4,4,4,3,2,3
Boston Marriott Long Wharf,review_321348339,,,,,,,5
Omni Parker House,review_124688203,3,5,4,4,3,3,3
Hyatt Regency Boston,review_48372263,2,4,4,1,2,,2
Four Seasons Hotel Boston,review_209656352,,,,,,,5
"Battery Wharf Hotel, Boston Waterfront",review_221476747,4,5,5,4,5,,5
Wyndham Boston Beacon Hill,review_336070274,,,,,,,5
Hilton Garden Inn Boston Logan Airport,review_320760930,5,,,5,5,,5
Boston Marriott Copley Place,review_182520896,1,4,3,2,3,3,2
Loews Boston Hotel,review_164804022,,,,,,,3
"Mandarin Oriental, Boston",review_218104638,,,5,5,,5,5
Omni Parker House,review_259882291,,,,,,,5
Hilton Boston Back Bay,review_117996127,5,,5,5,,5,5
Lenox Hotel,review_213813034,3,5,5,4,3,5,4
Ramada Boston,review_309248385,,,,2,1,2,2
Eliot Hotel,review_395958548,,,,,,,5
Taj Boston,review_135743081,4,5,4,5,5,,4
Boston Marriott Long Wharf,review_208236604,,5,,5,,5,5
Hyatt Regency Boston,review_48718003,2,4,4,4,4,,3
Omni Parker House,review_348366035,4,5,5,5,5,5,5
The Boxer Boston,review_392715748,4,,,5,,5,5
Hotel Commonwealth,review_176375089,4,5,5,5,5,5,5
"The Westin Copley Place, Boston",review_369210977,,,,5,5,5,5
Embassy Suites by Hilton Boston - at Logan Airport,review_272539147,,,,,,,2
Courtyard Boston Copley Square,review_167183638,,,,,,,5
XV Beacon,review_245919415,,,5,5,5,,5
Embassy Suites by Hilton Boston - at Logan Airport,review_8444280,4,4,5,5,4,,4
XV Beacon,review_193905866,4,5,5,5,5,,5
Hyatt Regency Boston Harbor,review_292773389,2,,4,5,,,5
Hyatt Regency Boston,review_5445313,2,,3,2,4,,2
The Boston Common Hotel and Conference Center,review_275619312,5,5,4,4,4,5,4
Lenox Hotel,review_334100250,,5,,5,5,,5
"The Westin Copley Place, Boston",review_72085114,4,5,5,5,5,5,5
Hotel 140,review_416183876,4,5,5,4,3,5,5
Hilton Boston Logan Airport,review_227681341,,4,5,3,,,4
Boston Hotel Buckminster,review_124701954,5,5,5,4,4,4,5
enVision Hotel Boston - Longwood,review_433824756,4,,5,4,,,4
Renaissance Boston Waterfront Hotel,review_322203954,,,5,5,,5,5
The Godfrey Hotel Boston,review_431637531,3,5,4,4,4,3,2
Courtyard Boston-South Boston,review_342640470,5,5,,5,,,4
InterContinental Boston,review_407082314,,,,,,,5
DoubleTree by Hilton Hotel Boston - Downtown,review_358006394,,,5,5,,4,5
DoubleTree Club by Hilton Hotel Boston Bayside,review_206692381,4,4,4,4,5,3,4
Hilton Boston Logan Airport,review_245790046,,,,,,,5
"The Westin Copley Place, Boston",review_147898384,4,5,5,5,5,4,5
Omni Parker House,review_262022125,1,1,1,1,1,1,1
Omni Parker House,review_177476662,3,4,4,1,2,3,3
Hotel Commonwealth,review_149248250,5,5,5,5,5,5,5
"The Langham, Boston",review_161348783,4,5,5,4,5,5,5
Revere Hotel Boston Common,review_256348981,5,,5,4,,,4
Kimpton Nine Zero Hotel,review_403122536,,,,,,,4
Boston Marriott Long Wharf,review_139601787,5,5,5,5,5,5,5
DoubleTree Club by Hilton Hotel Boston Bayside,review_207547305,1,1,3,2,2,2,2
Omni Parker House,review_137835830,4,5,5,5,5,,5
Hotel Commonwealth,review_158601179,5,5,5,5,5,5,5
Hilton Boston Back Bay,review_154900818,5,5,5,5,5,3,5
Chandler Inn,review_227519261,,3,,3,,2,3
Boston Marriott Copley Place,review_139501582,5,5,5,5,5,5,4
"The Liberty, A Luxury Collection Hotel",review_412630467,5,,5,5,,,5
Boston Hotel Buckminster,review_141105305,4,5,5,5,4,5,4
Taj Boston,review_368884777,1,3,3,1,1,1,1
Residence Inn Boston Harbor on Tudor Wharf,review_321915157,,,,,,,5
Seaport Boston Hotel,review_274950500,5,5,5,5,5,5,5
Courtyard Boston Logan Airport,review_194325309,3,4,4,4,4,4,4
Copley Square Hotel,review_226147539,4,,,5,5,,5
Hotel Boston,review_319215795,3,4,4,4,4,4,4
Boston Harbor Hotel,review_242914443,,5,,5,5,,5
DoubleTree by Hilton Hotel Boston - Downtown,review_378353355,,5,,4,,5,4
Charlesmark Hotel,review_263088125,,,,4,4,4,4
Boston Park Plaza,review_419342276,5,,5,4,,,4
InterContinental Boston,review_173174866,5,5,5,5,5,5,5
XV Beacon,review_265637139,5,,,5,,5,5
"The Langham, Boston",review_159735749,5,5,5,5,5,,5
Hyatt Regency Boston,review_232081677,1,,5,4,,,5
Hyatt Regency Boston,review_87690013,5,4,5,5,4,5,4
Boston Park Plaza,review_406318948,,,,,,,2
Club Quarters Hotel in Boston,review_430142591,,5,,5,,5,5
Hilton Boston Logan Airport,review_291015546,,,3,3,4,,3
The Midtown Hotel,review_261238269,4,5,5,5,4,5,4
Seaport Boston Hotel,review_137291716,5,5,5,5,5,5,5
"Fairmont Copley Plaza, Boston",review_4001226,3,,5,5,4,,4
Kimpton Nine Zero Hotel,review_336257051,,,,,,,5
Harborside Inn,review_10829263,3,4,2,3,3,,2
Boston Park Plaza,review_377943712,3,4,2,4,3,4,3
Hilton Boston Downtown / Faneuil Hall,review_382544760,,,,,,,5
Hotel Commonwealth,review_139057160,5,5,5,5,5,,5
Hotel Commonwealth,review_176610709,5,5,5,5,5,5,5
InterContinental Boston,review_415941630,,,,,,,5
The Godfrey Hotel Boston,review_399345796,5,5,5,5,5,5,5
Hyatt Regency Boston Harbor,review_152005686,5,5,5,5,5,5,5
Hotel 140,review_281821167,4,5,4,5,4,5,4
Lenox Hotel,review_345415312,4,,5,5,,,5
Charlesmark Hotel,review_114721754,4,,5,5,,3,4
Hotel Commonwealth,review_373523172,,,,,,,5
"Fairmont Copley Plaza, Boston",review_397474558,1,3,3,1,2,3,1
Omni Parker House,review_133318882,5,5,5,5,5,5,5
"The Westin Copley Place, Boston",review_219326181,,,,,,,2
Holiday Inn Express Hotel & Suites Boston Garden,review_374955096,,,5,5,4,,4
Loews Boston Hotel,review_383679980,,,,,,,5
Renaissance Boston Waterfront Hotel,review_50295678,,,,,,,4
Embassy Suites by Hilton Boston - at Logan Airport,review_179337575,3,5,5,5,5,5,4
"The Langham, Boston",review_157034852,5,5,5,5,5,5,5
Lenox Hotel,review_282495505,,,,,,,5
"Mandarin Oriental, Boston",review_331438386,,,,5,,,5
Revere Hotel Boston Common,review_242057411,,,,,,,4
Omni Parker House,review_210238637,4,5,5,5,4,5,5
Beacon Hill Hotel and Bistro,review_135427014,1,3,4,3,2,2,2
Revere Hotel Boston Common,review_171206731,4,5,3,3,3,3,3
Harborside Inn,review_37935496,5,5,5,5,5,,5
Comfort Inn - Boston,review_319688925,,,,,,,3
Courtyard Boston Copley Square,review_187478042,5,5,5,5,5,5,5
Kimpton Nine Zero Hotel,review_400812174,4,,,5,5,,4
Charlesmark Hotel,review_20759415,5,5,5,5,4,,4
Hotel 140,review_141430369,5,4,4,5,4,5,4
Omni Parker House,review_115841230,5,,5,5,,5,5
Sheraton Boston Hotel,review_281208259,,,,5,5,5,4
Omni Parker House,review_186884089,5,5,5,5,5,5,5
Kimpton Nine Zero Hotel,review_398936905,,,5,5,,5,5
Hotel Commonwealth,review_310005419,,,,,,,5
Taj Boston,review_148735431,4,5,4,4,4,5,5
Residence Inn Boston Downtown/Seaport,review_202236951,,,,,,,5
Constitution Inn,review_297897285,,,,,,,1
The Boxer Boston,review_336884439,,,5,5,,5,5
Sheraton Boston Hotel,review_310717595,,5,,5,,5,5
Lenox Hotel,review_193144543,,,,,,,3
Hyatt Regency Boston,review_248394572,5,5,5,5,5,5,5
Seaport Boston Hotel,review_136242508,4,5,5,5,5,5,5
Boston Marriott Copley Place,review_359318469,1,,5,5,,,3
Seaport Boston Hotel,review_290238396,,,,,,,5
Residence Inn Boston Back Bay/Fenway,review_222289756,3,5,,5,,,3
Residence Inn Boston Downtown/Seaport,review_311407010,,5,,5,,5,5
The Midtown Hotel,review_242180211,3,4,4,4,4,4,4
"The Westin Copley Place, Boston",review_257911779,,,5,5,5,,5
"The Envoy Hotel, Autograph Collection",review_399817173,2,,,2,,3,2
Hotel 140,review_114707953,5,,5,5,,3,4
Hotel Commonwealth,review_146013867,5,5,5,5,5,5,5
"Fairmont Copley Plaza, Boston",review_255989215,,,5,5,5,,5
Omni Parker House,review_124709789,5,5,5,5,5,5,5
Colonnade Hotel,review_139561848,5,5,5,5,4,5,5
Hyatt Regency Boston,review_241706896,,,,,,,4
Sheraton Boston Hotel,review_234806497,,,5,5,,5,5
Courtyard Boston Copley Square,review_222081268,,,,5,5,5,5
Hotel Commonwealth,review_133928557,5,5,5,5,5,5,5
The Westin Boston Waterfront,review_117399476,4,,4,4,,5,4
Boston Marriott Long Wharf,review_218451727,3,,,4,,4,4
Eliot Hotel,review_222731066,,,5,5,5,,5
Hotel 140,review_426235088,2,,,3,,4,4
InterContinental Boston,review_348265555,4,3,4,5,5,5,5
Club Quarters Hotel in Boston,review_417527144,4,5,4,4,4,4,4
Hyatt Regency Boston Harbor,review_120556344,5,5,5,5,5,5,5
Hotel Commonwealth,review_131612750,4,5,5,5,5,5,5
Revere Hotel Boston Common,review_373526760,4,5,5,5,5,5,5
The Inn At St Botolph,review_59067783,4,5,5,5,4,3,5
Kimpton Nine Zero Hotel,review_169537886,5,5,5,5,5,5,5
Hotel Commonwealth,review_246343136,4,,,5,,4,3
Omni Parker House,review_369099062,,,,,,,5
DoubleTree Club by Hilton Hotel Boston Bayside,review_424225033,5,4,4,4,4,3,5
Hilton Boston Downtown / Faneuil Hall,review_423361237,5,5,5,5,5,5,5
Kimpton Nine Zero Hotel,review_139998952,4,5,5,5,4,5,5
Chandler Inn,review_82753027,4,4,5,5,4,3,4
"The Westin Copley Place, Boston",review_297223854,,5,,2,,5,2
Boston Hotel Buckminster,review_223635770,,5,5,5,,,5
Seaport Boston Hotel,review_220001583,,4,5,5,,,5
Milner Hotel,review_145061731,4,5,5,4,5,4,5
Loews Boston Hotel,review_298079781,,,,,,,5
"Battery Wharf Hotel, Boston Waterfront",review_230553087,4,5,5,5,5,5,5
Boston Harbor Hotel,review_182503262,1,2,4,1,3,1,2
Wyndham Boston Beacon Hill,review_295847146,1,3,3,1,2,1,2
Boston Hotel Buckminster,review_278636729,,,,5,5,5,5
"The Westin Copley Place, Boston",review_146108130,2,4,4,4,3,5,3
Embassy Suites by Hilton Boston - at Logan Airport,review_6024998,4,5,5,3,5,,4
Courtyard Boston Copley Square,review_331719462,5,,5,5,,,5
Omni Parker House,review_274335722,4,5,5,5,5,5,5
Newbury Guest House,review_5328515,4,,5,4,5,,3
Constitution Inn,review_398175225,,,,,,,3
"Battery Wharf Hotel, Boston Waterfront",review_221337194,,5,5,5,,,5
"Fairmont Copley Plaza, Boston",review_397668663,4,5,,5,,,5
Sheraton Boston Hotel,review_241244045,,5,5,5,,,5
Taj Boston,review_370582773,4,5,5,5,4,4,5
"Fairmont Copley Plaza, Boston",review_330566831,,,,4,,,5
Renaissance Boston Waterfront Hotel,review_189316879,4,5,4,4,4,4,4
Seaport Boston Hotel,review_155017835,4,4,5,5,4,5,5
Hilton Boston Downtown / Faneuil Hall,review_430859714,2,,,3,2,,2
Copley Square Hotel,review_308163155,,,,5,4,4,4
Newbury Guest House,review_262294987,3,5,,3,,,4
BEST WESTERN PLUS Roundhouse Suites,review_214400853,3,,,3,3,,3
Hyatt Regency Boston,review_184081341,,5,5,4,4,4,4
Boston Marriott Long Wharf,review_333905752,,,,,,,5
Hyatt Regency Boston Harbor,review_321063478,5,5,5,5,5,5,5
Residence Inn Boston Harbor on Tudor Wharf,review_241829452,,,5,4,5,,5
DoubleTree Club by Hilton Hotel Boston Bayside,review_85247879,5,3,3,5,3,5,5
"Fairmont Copley Plaza, Boston",review_239752509,,,,,,,5
Revere Hotel Boston Common,review_239123276,3,,,4,,2,3
Kimpton Onyx Hotel,review_5709987,4,3,5,5,4,,4
Revere Hotel Boston Common,review_414028399,3,4,5,5,4,5,4
Residence Inn Boston Harbor on Tudor Wharf,review_135961743,4,5,5,5,3,5,3
Harborside Inn,review_238040251,,,4,4,,4,4
Boston Marriott Copley Place,review_211939479,3,4,3,4,3,4,4
Wyndham Boston Beacon Hill,review_190536256,5,5,5,5,5,5,5
"Battery Wharf Hotel, Boston Waterfront",review_122441666,4,4,5,5,4,4,4
The Boxer Boston,review_199539319,4,5,5,5,5,5,4
Boston Marriott Long Wharf,review_201031490,4,5,5,5,4,5,5
